timestamp,student_id,student_nombre,accion,semana,duracion_min
2025-09-07 08:00:00,CI-106974,Alejandra Muñoz Torres,download_material,Semana_1,7
2025-09-24 19:00:00,CI-106974,Alejandra Muñoz Torres,view_feedback,Semana_4,44
2025-09-25 12:00:00,CI-106974,Alejandra Muñoz Torres,submit_assignment,Semana_4,34
2025-09-26 17:00:00,CI-106974,Alejandra Muñoz Torres,view_feedback,Semana_4,35
2025-09-20 15:00:00,CI-106974,Alejandra Muñoz Torres,view_feedback,Semana_3,7
2025-09-10 14:00:00,CI-106974,Alejandra Muñoz Torres,view_forum,Semana_2,20
2025-09-10 13:00:00,CI-107291,Emilio Bravo Carrasco,logout,Semana_2,25
2025-09-18 17:00:00,CI-107291,Emilio Bravo Carrasco,login,Semana_3,3
2025-09-18 18:00:00,CI-107291,Emilio Bravo Carrasco,view_feedback,Semana_3,40
2025-09-17 11:00:00,CI-107291,Emilio Bravo Carrasco,submit_quiz,Semana_3,40
2025-09-11 11:00:00,CI-107291,Emilio Bravo Carrasco,post_forum,Semana_2,9
2025-09-06 18:00:00,CI-107291,Emilio Bravo Carrasco,view_forum,Semana_1,37
2025-09-26 10:00:00,CI-107291,Emilio Bravo Carrasco,logout,Semana_4,17
2025-09-25 14:00:00,CI-107291,Emilio Bravo Carrasco,login,Semana_4,34
2025-09-25 16:00:00,CI-107291,Emilio Bravo Carrasco,logout,Semana_4,30
2025-09-05 09:00:00,CI-107291,Emilio Bravo Carrasco,download_material,Semana_1,34
2025-09-12 08:00:00,CI-107291,Emilio Bravo Carrasco,view_feedback,Semana_2,19
2025-09-29 13:00:00,CI-107291,Emilio Bravo Carrasco,login,Semana_4,29
2025-09-22 16:00:00,CI-107291,Emilio Bravo Carrasco,logout,Semana_3,20
2025-09-02 13:00:00,CI-107291,Emilio Bravo Carrasco,view_feedback,Semana_1,3
2025-09-16 17:00:00,CI-107291,Emilio Bravo Carrasco,post_forum,Semana_3,19
2025-09-24 08:00:00,CI-107608,Fernanda Leal Quiroz,view_forum,Semana_4,39
2025-09-26 19:00:00,CI-107608,Fernanda Leal Quiroz,login,Semana_4,36
2025-09-10 16:00:00,CI-107608,Fernanda Leal Quiroz,logout,Semana_2,30
2025-09-04 20:00:00,CI-107608,Fernanda Leal Quiroz,login,Semana_1,33
2025-09-21 15:00:00,CI-107608,Fernanda Leal Quiroz,download_material,Semana_3,19
2025-09-15 11:00:00,CI-107608,Fernanda Leal Quiroz,post_forum,Semana_2,11
2025-09-27 08:00:00,CI-107608,Fernanda Leal Quiroz,submit_assignment,Semana_4,35
2025-09-22 12:00:00,CI-107608,Fernanda Leal Quiroz,view_feedback,Semana_3,41
2025-09-19 11:00:00,CI-107608,Fernanda Leal Quiroz,post_forum,Semana_3,21
2025-09-02 12:00:00,CI-107608,Fernanda Leal Quiroz,view_forum,Semana_1,14
2025-09-17 12:00:00,CI-107608,Fernanda Leal Quiroz,view_feedback,Semana_3,4
2025-09-24 08:00:00,CI-107608,Fernanda Leal Quiroz,submit_quiz,Semana_4,43
2025-09-10 14:00:00,CI-107608,Fernanda Leal Quiroz,view_feedback,Semana_2,29
2025-09-23 13:00:00,CI-107608,Fernanda Leal Quiroz,view_forum,Semana_4,32
2025-09-04 08:00:00,CI-107608,Fernanda Leal Quiroz,view_forum,Semana_1,44
2025-09-08 11:00:00,CI-107925,Javier Solis Paredes,submit_assignment,Semana_1,26
2025-09-09 11:00:00,CI-107925,Javier Solis Paredes,download_material,Semana_2,20
2025-09-23 10:00:00,CI-107925,Javier Solis Paredes,post_forum,Semana_4,36
2025-09-26 12:00:00,CI-107925,Javier Solis Paredes,login,Semana_4,10
2025-09-16 08:00:00,CI-107925,Javier Solis Paredes,login,Semana_3,41
2025-09-04 12:00:00,CI-107925,Javier Solis Paredes,login,Semana_1,13
2025-09-23 20:00:00,CI-107925,Javier Solis Paredes,logout,Semana_4,11
2025-09-05 08:00:00,CI-107925,Javier Solis Paredes,download_material,Semana_1,36
2025-09-29 14:00:00,CI-107925,Javier Solis Paredes,submit_quiz,Semana_4,26
2025-09-07 16:00:00,CI-107925,Javier Solis Paredes,download_material,Semana_1,23
2025-09-05 16:00:00,CI-107925,Javier Solis Paredes,download_material,Semana_1,6
2025-09-14 17:00:00,CI-107925,Javier Solis Paredes,view_forum,Semana_2,10
2025-09-11 15:00:00,CI-107925,Javier Solis Paredes,submit_assignment,Semana_2,35
2025-09-18 14:00:00,CI-107925,Javier Solis Paredes,view_forum,Semana_3,3
2025-09-24 16:00:00,CI-107925,Javier Solis Paredes,submit_quiz,Semana_4,25
